Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (biological process)
A4VMV3	NQRB_PSEU5	reviewed	Na(+)-translocating NADH-quinone reductase subunit B (Na(+)-NQR subunit B) (Na(+)-translocating NQR subunit B) (EC 7.2.1.1) (NQR complex subunit B) (NQR-1 subunit B)	nqrB PST_2654	Pseudomonas stutzeri (strain A1501)	403	respiratory electron transport chain [GO:0022904]; sodium ion transport [GO:0006814]; transmembrane transport [GO:0055085]
A4VHQ2	RS13_PSEU5	reviewed	30S ribosomal protein S13	rpsM PST_0806	Pseudomonas stutzeri (strain A1501)	118	translation [GO:0006412]
A4VHP4	RS8_PSEU5	reviewed	30S ribosomal protein S8	rpsH PST_0798	Pseudomonas stutzeri (strain A1501)	130	translation [GO:0006412]
A4VNX0	SYH_PSEU5	reviewed	Histidine--tRNA ligase (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)	hisS PST_3030	Pseudomonas stutzeri (strain A1501)	429	histidyl-tRNA aminoacylation [GO:0006427]
A4VNT7	SYE_PSEU5	reviewed	Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS)	gltX PST_2996	Pseudomonas stutzeri (strain A1501)	493	glutamyl-tRNA aminoacylation [GO:0006424]
A4VHG8	RS21_PSEU5	reviewed	30S ribosomal protein S21	rpsU PST_0714	Pseudomonas stutzeri (strain A1501)	71	translation [GO:0006412]
A4VPC5	RL25_PSEU5	reviewed	50S ribosomal protein L25 (General stress protein CTC)	rplY ctc PST_3190	Pseudomonas stutzeri (strain A1501)	205	translation [GO:0006412]
A4VHP1	RL24_PSEU5	reviewed	50S ribosomal protein L24	rplX PST_0795	Pseudomonas stutzeri (strain A1501)	104	translation [GO:0006412]
A4VMS4	RL32_PSEU5	reviewed	50S ribosomal protein L32	rpmF PST_2625	Pseudomonas stutzeri (strain A1501)	60	translation [GO:0006412]
P08623	RP54_AZOVI	reviewed	RNA polymerase sigma-54 factor	rpoN ntrA	Azotobacter vinelandii	502	DNA-templated transcription, initiation [GO:0006352]; nitrogen fixation [GO:0009399]
Q01194	RP54_RHOSH	reviewed	RNA polymerase sigma-54 factor	rpoN	Rhodobacter sphaeroides (Rhodopseudomonas sphaeroides)	434	DNA-templated transcription, initiation [GO:0006352]; nitrogen fixation [GO:0009399]
A3PRP7	RNFG_RHOS1	reviewed	Ion-translocating oxidoreductase complex subunit G (EC 7.-.-.-) (Rnf electron transport complex subunit G)	rnfG Rsph17029_3935	Rhodobacter sphaeroides (strain ATCC 17029 / ATH 2.4.9)	219	nitrogen fixation [GO:0009399]
A4VI89	RF3_PSEU5	reviewed	Peptide chain release factor 3 (RF-3)	prfC PST_0993	Pseudomonas stutzeri (strain A1501)	527	regulation of translational termination [GO:0006449]
A4VHP0	RL14_PSEU5	reviewed	50S ribosomal protein L14	rplN PST_0794	Pseudomonas stutzeri (strain A1501)	122	translation [GO:0006412]
A4VM20	RL35_PSEU5	reviewed	50S ribosomal protein L35	rpmI PST_2367	Pseudomonas stutzeri (strain A1501)	64	translation [GO:0006412]
A4VHQ3	RS11_PSEU5	reviewed	30S ribosomal protein S11	rpsK PST_0807	Pseudomonas stutzeri (strain A1501)	129	translation [GO:0006412]
A4VQH4	RUTA_PSEU5	reviewed	Pyrimidine monooxygenase RutA (EC 1.14.99.46)	rutA PST_3597	Pseudomonas stutzeri (strain A1501)	360	nitrogen utilization [GO:0019740]; uracil catabolic process [GO:0006212]
A4VL92	PQQD_PSEU5	reviewed	PqqA binding protein (Coenzyme PQQ synthesis protein D) (Pyrroloquinoline quinone biosynthesis protein D)	pqqD PST_2075	Pseudomonas stutzeri (strain A1501)	92	pyrroloquinoline quinone biosynthetic process [GO:0018189]
A4VRU9	SECB_PSEU5	reviewed	Protein-export protein SecB	secB PST_4077	Pseudomonas stutzeri (strain A1501)	164	protein folding [GO:0006457]; protein tetramerization [GO:0051262]; protein transport [GO:0015031]
A4VIH8	MURG_PSEU5	reviewed	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	murG PST_1082	Pseudomonas stutzeri (strain A1501)	356	carbohydrate metabolic process [GO:0005975]; cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; lipid glycosylation [GO:0030259]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]
A4VP05	RLMF_PSEU5	reviewed	Ribosomal RNA large subunit methyltransferase F (EC 2.1.1.181) (23S rRNA mA1618 methyltransferase) (rRNA adenine N-6-methyltransferase)	rlmF PST_3066	Pseudomonas stutzeri (strain A1501)	327	
A4VJT5	RNH2_PSEU5	reviewed	Ribonuclease HII (RNase HII) (EC 3.1.26.4)	rnhB PST_1551	Pseudomonas stutzeri (strain A1501)	212	RNA catabolic process [GO:0006401]
P06223	RP54_KLEOX	reviewed	RNA polymerase sigma-54 factor	rpoN ntrA	Klebsiella oxytoca	477	DNA-templated transcription, initiation [GO:0006352]; nitrogen fixation [GO:0009399]
P33985	RP54_RHIML	reviewed	RNA polymerase sigma-54 factor	rpoN ntrA	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	513	DNA-templated transcription, initiation [GO:0006352]; nitrogen fixation [GO:0009399]
P10583	GLN1B_AZOBR	reviewed	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase I beta) (GSI beta)	glnA	Azospirillum brasilense	468	glutamine biosynthetic process [GO:0006542]; nitrogen fixation [GO:0009399]
Q8GXW5	GLN15_ARATH	reviewed	Glutamine synthetase cytosolic isozyme 1-5 (EC 6.3.1.2) (Glutamate--ammonia ligase GLN1;5) (GLN1;5)	GLN1-5 At1g48470 T1N15.8 T1N15_7	Arabidopsis thaliana (Mouse-ear cress)	353	glutamine biosynthetic process [GO:0006542]
A4VS60	GLMU_PSEU5	reviewed	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]	glmU PST_4189	Pseudomonas stutzeri (strain A1501)	452	cell morphogenesis [GO:0000902]; cell wall organization [GO:0071555]; lipid A biosynthetic process [GO:0009245]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]
Q9RAE4	GLND_RHILV	reviewed	Bifunctional uridylyltransferase/uridylyl-removing enzyme (UTase/UR) (Bifunctional [protein-PII] modification enzyme) (Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase (PII uridylyltransferase) (UTase) (EC 2.7.7.59); [Protein-PII]-UMP uridylyl-removing enzyme (UR) (EC 3.1.4.-)]	glnD	Rhizobium leguminosarum bv. viciae	944	regulation of nitrogen utilization [GO:0006808]
A4VPC3	ISPE_PSEU5	reviewed	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (CMK) (EC 2.7.1.148) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase)	ispE PST_3186	Pseudomonas stutzeri (strain A1501)	284	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]
A4VMT5	LPXK_PSEU5	reviewed	Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130) (Lipid A 4'-kinase)	lpxK PST_2636	Pseudomonas stutzeri (strain A1501)	334	lipid A biosynthetic process [GO:0009245]
P30333	RP55_BRADU	reviewed	RNA polymerase sigma-54 factor 2	rpoN2 blr0723	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	537	DNA-templated transcription, initiation [GO:0006352]; nitrogen fixation [GO:0009399]
A4VLR0	RNH_PSEU5	reviewed	Ribonuclease H (RNase H) (EC 3.1.26.4)	rnhA PST_2252	Pseudomonas stutzeri (strain A1501)	151	RNA catabolic process [GO:0006401]
A4VL72	SYQ_PSEU5	reviewed	Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS)	glnS PST_2052	Pseudomonas stutzeri (strain A1501)	555	glutaminyl-tRNA aminoacylation [GO:0006425]; glutamyl-tRNA aminoacylation [GO:0006424]
A4VGS1	PYRE_PSEU5	reviewed	Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10)	pyrE PST_0466	Pseudomonas stutzeri (strain A1501)	215	'de novo' UMP biosynthetic process [GO:0044205]; nucleoside metabolic process [GO:0009116]
A4VPP2	RIMP_PSEU5	reviewed	Ribosome maturation factor RimP	rimP PST_3312	Pseudomonas stutzeri (strain A1501)	152	ribosomal small subunit biogenesis [GO:0042274]
A4VHP5	RL6_PSEU5	reviewed	50S ribosomal protein L6	rplF PST_0799	Pseudomonas stutzeri (strain A1501)	177	translation [GO:0006412]
D5ANH9	RP54_RHOCB	reviewed	RNA polymerase sigma-54 factor	rpoN nifR4 ntrA RCAP_rcc00568	Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003)	428	DNA-templated transcription, initiation [GO:0006352]; nitrogen fixation [GO:0009399]
P26247	NIFU_NOSCO	reviewed	Nitrogen fixation protein NifU (Fragment)	nifU	Nostoc commune	75	iron-sulfur cluster assembly [GO:0016226]; nitrogen fixation [GO:0009399]
Q3J0I4	NIFW_RHOS4	reviewed	Nitrogenase-stabilizing/protective protein NifW	nifW RHOS4_21320 RSP_0528	Rhodobacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.) (Cereibacter sphaeroides)	108	nitrogen fixation [GO:0009399]
P08737	NIFE_KLEPN	reviewed	Nitrogenase iron-molybdenum cofactor biosynthesis protein NifE	nifE	Klebsiella pneumoniae	457	nitrogen fixation [GO:0009399]; protein-containing complex assembly [GO:0065003]
P08625	NIFH2_METTL	reviewed	Nitrogenase iron protein 2 (EC 1.18.6.1) (Nitrogenase Fe protein 2) (Nitrogenase component II) (Nitrogenase reductase)	nifH2	Methanothermococcus thermolithotrophicus (Methanococcus thermolithotrophicus)	292	nitrogen fixation [GO:0009399]
P0CW57	NIFH_METMP	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH MMP0853	Methanococcus maripaludis (strain S2 / LL)	275	nitrogen fixation [GO:0009399]
A4VJ19	TTCA_PSEU5	reviewed	tRNA-cytidine(32) 2-sulfurtransferase (EC 2.8.1.-) (Two-thiocytidine biosynthesis protein A) (tRNA 2-thiocytidine biosynthesis protein TtcA)	ttcA PST_1276	Pseudomonas stutzeri (strain A1501)	274	tRNA thio-modification [GO:0034227]
A4VND8	TSDA_PSEU5	reviewed	Thiosulfate dehydrogenase (EC 1.8.2.2) (Tetrathionate synthase)	tsdA PST_2843	Pseudomonas stutzeri (strain A1501)	307	
A4VKJ5	RECR_PSEU5	reviewed	Recombination protein RecR	recR PST_1822	Pseudomonas stutzeri (strain A1501)	199	DNA recombination [GO:0006310]; DNA repair [GO:0006281]
A4VKC4	RIMO_PSEU5	reviewed	Ribosomal protein S12 methylthiotransferase RimO (S12 MTTase) (S12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein S12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO PST_1747	Pseudomonas stutzeri (strain A1501)	440	peptidyl-L-beta-methylthioaspartic acid biosynthetic process from peptidyl-aspartic acid [GO:0018339]; tRNA modification [GO:0006400]
A4VM19	RL20_PSEU5	reviewed	50S ribosomal protein L20	rplT PST_2366	Pseudomonas stutzeri (strain A1501)	118	ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]
A4VRA3	SELO_PSEU5	reviewed	Protein adenylyltransferase SelO (EC 2.7.7.-) (EC 2.7.7.n1)	selO PST_3881	Pseudomonas stutzeri (strain A1501)	486	
A4VH02	SYR_PSEU5	reviewed	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	argS PST_0547	Pseudomonas stutzeri (strain A1501)	579	arginyl-tRNA aminoacylation [GO:0006420]
A4VPB9	RF1_PSEU5	reviewed	Peptide chain release factor 1 (RF-1)	prfA PST_3182	Pseudomonas stutzeri (strain A1501)	360	
P30332	RP54_BRADU	reviewed	RNA polymerase sigma-54 factor 1	rpoN1 blr1883	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	484	DNA-templated transcription, initiation [GO:0006352]; nitrogen fixation [GO:0009399]
Q03408	RP54_CAUVC	reviewed	RNA polymerase sigma-54 factor	rpoN flbU CC_3599	Caulobacter vibrioides (strain ATCC 19089 / CB15) (Caulobacter crescentus)	497	DNA-templated transcription, initiation [GO:0006352]
A4VPR2	SSRP_PSEU5	reviewed	SsrA-binding protein (Small protein B)	smpB PST_3334	Pseudomonas stutzeri (strain A1501)	160	trans-translation [GO:0070929]
A4VHN6	RS3_PSEU5	reviewed	30S ribosomal protein S3	rpsC PST_0790	Pseudomonas stutzeri (strain A1501)	228	translation [GO:0006412]
A4VNA4	RUVA_PSEU5	reviewed	Holliday junction ATP-dependent DNA helicase RuvA (EC 3.6.4.12)	ruvA PST_2809	Pseudomonas stutzeri (strain A1501)	201	DNA recombination [GO:0006310]; DNA repair [GO:0006281]; SOS response [GO:0009432]
A4VQH7	RUTD_PSEU5	reviewed	Putative aminoacrylate hydrolase RutD (EC 3.5.1.-) (Aminohydrolase)	rutD PST_3600	Pseudomonas stutzeri (strain A1501)	265	nitrogen utilization [GO:0019740]; uracil catabolic process [GO:0006212]
A4VHQ1	RL36_PSEU5	reviewed	50S ribosomal protein L36	rpmJ PST_0805	Pseudomonas stutzeri (strain A1501)	38	translation [GO:0006412]
A4VS85	RL34_PSEU5	reviewed	50S ribosomal protein L34	rpmH PST_4214	Pseudomonas stutzeri (strain A1501)	44	translation [GO:0006412]
A4VPA3	SECA_PSEU5	reviewed	Protein translocase subunit SecA (EC 7.4.2.8)	secA PST_3166	Pseudomonas stutzeri (strain A1501)	913	intracellular protein transmembrane transport [GO:0065002]; protein import [GO:0017038]; protein targeting [GO:0006605]
O52748	PATS_NOSS1	reviewed	Transcriptional regulator peptide PatS (Heterocyst inhibition-signaling peptide) [Cleaved into: PatS6]	patS asl2301	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	17	heterocyst differentiation [GO:0043158]
A4VQE0	PHS_PSEU5	reviewed	Putative pterin-4-alpha-carbinolamine dehydratase (PHS) (EC 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase) (Pterin carbinolamine dehydratase) (PCD)	PST_3563	Pseudomonas stutzeri (strain A1501)	118	tetrahydrobiopterin biosynthetic process [GO:0006729]
A4VIF8	RS9_PSEU5	reviewed	30S ribosomal protein S9	rpsI PST_1062	Pseudomonas stutzeri (strain A1501)	130	translation [GO:0006412]
A4VJ05	SYM_PSEU5	reviewed	Methionine--tRNA ligase (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	metG PST_1262	Pseudomonas stutzeri (strain A1501)	679	methionyl-tRNA aminoacylation [GO:0006431]
A4VPB2	UPP_PSEU5	reviewed	Uracil phosphoribosyltransferase (EC 2.4.2.9) (UMP pyrophosphorylase) (UPRTase)	upp PST_3175	Pseudomonas stutzeri (strain A1501)	212	nucleoside metabolic process [GO:0009116]; UMP salvage [GO:0044206]; uracil salvage [GO:0006223]
A4VI55	PROB_PSEU5	reviewed	Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)	proB PST_0959	Pseudomonas stutzeri (strain A1501)	372	L-proline biosynthetic process [GO:0055129]
A4VKQ1	SUCC_PSEU5	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC PST_1878	Pseudomonas stutzeri (strain A1501)	388	tricarboxylic acid cycle [GO:0006099]
A4VQZ0	SYL_PSEU5	reviewed	Leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	leuS PST_3768	Pseudomonas stutzeri (strain A1501)	868	leucyl-tRNA aminoacylation [GO:0006429]
A4VHN9	RS17_PSEU5	reviewed	30S ribosomal protein S17	rpsQ PST_0793	Pseudomonas stutzeri (strain A1501)	88	translation [GO:0006412]
A4VQU9	URE3_PSEU5	reviewed	Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma)	ureA PST_3727	Pseudomonas stutzeri (strain A1501)	100	urea catabolic process [GO:0043419]
A4VPN9	RBFA_PSEU5	reviewed	Ribosome-binding factor A	rbfA PST_3309	Pseudomonas stutzeri (strain A1501)	129	maturation of SSU-rRNA [GO:0030490]
A4VIV5	RNFB_PSEU5	reviewed	Ion-translocating oxidoreductase complex subunit B (EC 7.-.-.-) (Rnf electron transport complex subunit B)	rnfB PST_1211	Pseudomonas stutzeri (strain A1501)	191	
A4VM41	PYRD_PSEU5	reviewed	Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2) (DHOdehase) (DHOD) (DHODase) (Dihydroorotate oxidase)	pyrD PST_2390	Pseudomonas stutzeri (strain A1501)	343	'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]
A4VJV2	SURE_PSEU5	reviewed	5'-nucleotidase SurE (EC 3.1.3.5) (Nucleoside 5'-monophosphate phosphohydrolase)	surE PST_1568	Pseudomonas stutzeri (strain A1501)	249	
A4VKR4	SSTT_PSEU5	reviewed	Serine/threonine transporter SstT (Na(+)/serine-threonine symporter)	sstT PST_1891	Pseudomonas stutzeri (strain A1501)	412	serine transport [GO:0032329]; threonine transport [GO:0015826]
A4VIH0	RSMH_PSEU5	reviewed	Ribosomal RNA small subunit methyltransferase H (EC 2.1.1.199) (16S rRNA m(4)C1402 methyltransferase) (rRNA (cytosine-N(4)-)-methyltransferase RsmH)	rsmH mraW PST_1074	Pseudomonas stutzeri (strain A1501)	315	rRNA base methylation [GO:0070475]
A4VS81	MNME_PSEU5	reviewed	tRNA modification GTPase MnmE (EC 3.6.-.-)	mnmE trmE PST_4210	Pseudomonas stutzeri (strain A1501)	455	tRNA modification [GO:0006400]
Q00241	NIFU_LEPBY	reviewed	Nitrogen fixation protein NifU (Fragment)	nifU	Leptolyngbya boryana (Plectonema boryanum)	205	iron-sulfur cluster assembly [GO:0016226]; nitrogen fixation [GO:0009399]
Q13C64	NIFW_RHOPS	reviewed	Nitrogenase-stabilizing/protective protein NifW	nifW RPD_1087	Rhodopseudomonas palustris (strain BisB5)	118	nitrogen fixation [GO:0009399]
Q58493	NIFB_METJA	reviewed	FeMo cofactor biosynthesis protein NifB (EC 4.-.-.-) (Nitrogenase cofactor maturase NifB) (Radical SAM assemblase NifB)	nifB MJ1093	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	300	nitrogen fixation [GO:0009399]
P51754	NIFK_METBA	reviewed	Nitrogenase molybdenum-iron protein beta chain (EC 1.18.6.1) (Dinitrogenase) (Nitrogenase component I)	nifK2	Methanosarcina barkeri	456	nitrogen fixation [GO:0009399]
A4JRK7	NIFW_BURVG	reviewed	Nitrogenase-stabilizing/protective protein NifW	nifW Bcep1808_5985	Burkholderia vietnamiensis (strain G4 / LMG 22486) (Burkholderia cepacia (strain R1808))	112	nitrogen fixation [GO:0009399]
A7NR80	NIFH_ROSCS	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH Rcas_4043	Roseiflexus castenholzii (strain DSM 13941 / HLO8)	273	nitrogen fixation [GO:0009399]
P00462	NIFH_RHIET	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH	Rhizobium etli	297	nitrogen fixation [GO:0009399]
Q3Z7C7	NIFH_DEHM1	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH DET1158	Dehalococcoides mccartyi (strain ATCC BAA-2266 / KCTC 15142 / 195) (Dehalococcoides ethenogenes (strain 195))	274	nitrogen fixation [GO:0009399]
P22537	NOLA_BRADU	reviewed	Nodulation protein NolA	nolA bll2019	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	237	nitrogen fixation [GO:0009399]; regulation of transcription, DNA-templated [GO:0006355]
Q57623	NRPR_METJA	reviewed	Global nitrogen regulator NrpR (Nitrogen regulatory protein R)	nrpR MJ0159	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	542	
A4VHP8	RL30_PSEU5	reviewed	50S ribosomal protein L30	rpmD PST_0802	Pseudomonas stutzeri (strain A1501)	59	translation [GO:0006412]
A4VIT7	TRMD_PSEU5	reviewed	tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase)	trmD PST_1193	Pseudomonas stutzeri (strain A1501)	250	
A4VIU5	PYRC_PSEU5	reviewed	Dihydroorotase (DHOase) (EC 3.5.2.3)	pyrC PST_1201	Pseudomonas stutzeri (strain A1501)	347	'de novo' UMP biosynthetic process [GO:0044205]; pyrimidine nucleobase biosynthetic process [GO:0019856]
A4VR04	RLMH_PSEU5	reviewed	Ribosomal RNA large subunit methyltransferase H (EC 2.1.1.177) (23S rRNA (pseudouridine1915-N3)-methyltransferase) (23S rRNA m3Psi1915 methyltransferase) (rRNA (pseudouridine-N3-)-methyltransferase RlmH)	rlmH PST_3782	Pseudomonas stutzeri (strain A1501)	155	
A4VGR5	RPOZ_PSEU5	reviewed	DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)	rpoZ PST_0460	Pseudomonas stutzeri (strain A1501)	87	transcription, DNA-templated [GO:0006351]
A4VI53	RL27_PSEU5	reviewed	50S ribosomal protein L27	rpmA PST_0957	Pseudomonas stutzeri (strain A1501)	85	translation [GO:0006412]
Q93JT2	TPMT_PSEU5	reviewed	Thiopurine S-methyltransferase (EC 2.1.1.67) (Thiopurine methyltransferase)	tpm tmpA PST_1312	Pseudomonas stutzeri (strain A1501)	235	methylation [GO:0032259]
A4VPC0	HEM1_PSEU5	reviewed	Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70)	hemA PST_3183	Pseudomonas stutzeri (strain A1501)	422	protoporphyrinogen IX biosynthetic process [GO:0006782]
